,Unnamed: 0,Nom de l'établissement,Commune,CP,Région,Département,Categorie_filiere,activite,Cognitif,Physique,Sensoriel
612,612,Office de Tourisme de Salins les Bains,SALINS-LES-BAINS,39110,Bourgogne Franche-Comté,Jura,Information touristique,Office de tourisme,True,True,True
613,613,Les Chambres du Vignoble,AMMERSCHWIHR,68770,Grand Est,Haut-Rhin,Hébergement,Chambre d'hôtes,True,True,False
614,614,Centre de Loisirs d'Art/Meurthe,ART-SUR-MEURTHE,54510,Grand Est,Meurthe-et-Moselle,Hébergement,Hébergement collectif,True,True,True
615,615,CENTRE ODCVL- LA FERMERAIE,LUTTENBACH-PRES-MUNSTER,68140,Grand Est,Haut-Rhin,Hébergement,Hébergement collectif,True,False,False
616,616,Hôtel B&B Colmar Expo,COLMAR,68000,Grand Est,Haut-Rhin,Hébergement,Hôtel,True,True,True
617,617,Gîtes de Mange Seille,FLEVILLE-LIXIERES,54150,Grand Est,Meurthe-et-Moselle,Hébergement,Meublé de tourisme,True,True,True
618,618,Office de tourisme de Longwy,LONGWY,54400,Grand Est,Meurthe-et-Moselle,Information touristique,Office de tourisme,True,True,True
619,619,Chateau de Puxe,PUXE,54800,Grand Est,Meurthe-et-Moselle,Restauration,Restaurant,True,True,True
620,620,Centre Equestre Les Mannesarts,LES MAZURES,8500,Grand Est,Ardennes,Loisir,Sortie nature,True,False,False
621,621,Parc Sainte MARIE,NANCY,54100,Grand Est,Meurthe-et-Moselle,Loisir,Sortie nature,True,True,True
622,622,Chambre d'Hôtes Scea du Domaine de Paguy,BETBEZER-D'ARMAGNAC,40240,Nouvelle Aquitaine,Landes,Hébergement,Chambre d'hôtes,True,True,True
623,623,"Hôtel ""Le Nautile""",SAINT-TROJAN-LES-BAINS,17370,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Hôtel,True,True,True
624,624,Hôtel Ursula,CAMBO-LES-BAINS,64250,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Hôtel,True,True,True
625,625,Hotel Restaurant Briketenia,GUETHARY,64210,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement;Restauration,Hôtel;Restaurant,True,True,False
626,626,Ibis Budget Angoulème,ANGOULEME,16000,Nouvelle Aquitaine,Charente,Hébergement,Hôtel,True,True,False
627,627,Parc Animalier La Vallée des Singes,ROMAGNE,86700,Nouvelle Aquitaine,Vienne,Visite,Lieu de visite,True,True,False
628,628,Meublé de Tourisme Le Puits,SAINT-PIERRE-D'AMILLY,17700,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
629,629,Meublé de Tourisme La Grange,SURGERES,17700,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,True
630,630,Meublé Horvat,AINHOA,64250,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Meublé de tourisme,True,True,True
631,631,Office de tourisme de Seignosse,SEIGNOSSE,40510,Nouvelle Aquitaine,Landes,Information touristique,Office de tourisme,True,True,True
632,632,Restaurant Le Kevin's Grill,ARVERT,17530,Nouvelle Aquitaine,Charente-Maritime,Restauration,Restaurant,True,False,False
633,633,restaurant La Table de Monique,SAINTES,17100,Nouvelle Aquitaine,Charente-Maritime,Restauration,Restaurant,True,True,True
634,634,Mac Donald Serres Castet,SERRES-CASTET,64121,Nouvelle Aquitaine,Pyrénées-Atlantiques,Restauration,Restaurant,True,True,True
635,635,Ponton de pêche n°16,LEON,40550,Nouvelle Aquitaine,Landes,Loisir,Sortie nature,True,True,True
636,636,Ponton de Pêche,SAINT-PAUL-LES-DAX,40990,Nouvelle Aquitaine,Landes,Loisir,Sortie nature,True,True,True
637,637,Chambres d'hôtes O chêne de Lô,SAINT-MARCEL-PAULEL,31590,Occitanie,Haute-Garonne,Hébergement,Chambre d'hôtes,True,True,True
638,638,Gîte Darrigrand,LA SAUVETAT,32500,Occitanie,Gers,Hébergement,Meublé de tourisme,True,True,True
639,639,Mas Guilhem,GUZARGUES,34820,Occitanie,Hérault,Restauration,Restaurant,True,True,True
640,640,Manoir de la Cour,ASNIERES-SUR-VEGRE,72430,Pays de la Loire,Sarthe,Visite,Lieu de visite;Visite guidée,True,True,True
641,641,Gite de groupe Domaine des Hallais,SAINT-PIERRE-SUR-ERVE,53270,Pays de la Loire,Mayenne,Hébergement,Meublé de tourisme,True,True,True
642,642,Gîte Les Charrières,POUZAUGES,85700,Pays de la Loire,Vendée,Hébergement,Meublé de tourisme,True,True,False
643,643,Village Vacances Port la vie,SAINT-GILLES-CROIX-DE-VIE,85800,Pays de la Loire,Vendée,Hébergement;Restauration,Restaurant;Village de vacances,True,True,True
644,644,Sentier d'interprétation de Conlie,CONLIE,72240,Pays de la Loire,Sarthe,Loisir,Sortie nature,True,True,True
645,645,Camping les Colombes,AUBENCHEUL-AU-BAC,59265,Hauts de France,Nord,Hébergement,Camping,True,True,False
646,646,Hôtel Le Cèdre,NOYON,60400,Hauts de France,Oise,Hébergement,Hôtel,True,True,True
647,647,Maison de la Pierre,SAINT-MAXIMIN,60740,Hauts de France,Oise,Visite,Lieu de visite;Visite guidée,True,True,False
648,648,Gîte le Colain,FRIAUCOURT,80940,Hauts de France,Somme,Hébergement,Meublé de tourisme,True,True,True
649,649,Auberge du Relais St Josse,SAINT-JOSSE,62170,Hauts de France,Pas-de-Calais,Restauration,Restaurant,True,True,False
650,650,Chambre de la Côte,SAUSSEUZEMARE-EN-CAUX,76110,Normandie,Seine-Maritime,Hébergement,Chambre d'hôtes,True,True,False
651,651,Gîte La Philippine,LONGUES-SUR-MER,14400,Normandie,Calvados,Hébergement,Meublé de tourisme,True,False,False
652,652,BISTROT DE L'UNIVERS,DOL-DE-BRETAGNE,35120,Bretagne,Ille-et-Vilaine,Restauration,"Café, bar, brasserie",True,True,True
653,653,HOTEL** RESTAURANT LE RELAIS IMPERIAL,SAINT-VALLIER-DE-THIEY,6460,Provence Alpes-Côte d'Azur,Alpes-Maritimes,Hébergement;Restauration,Hôtel;Restaurant,True,True,False
654,654,La grange des novis,COLOMBIER-LE-VIEUX,7410,Auvergne Rhône-Alpes,Ardèche,Hébergement,Meublé de tourisme,True,True,True
655,655,Gîte du domaine Chez Jamet,LAQUEUILLE,63820,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement,Meublé de tourisme,True,False,False
656,656,AUBERGE DE JEUNESSE DE MULHOUSE,MULHOUSE,68100,Grand Est,Haut-Rhin,Hébergement,Hébergement collectif,True,True,True
657,657,CAMPING MUNICIPAL LA FONTAINE,CHAUVIGNY,86300,Nouvelle Aquitaine,Vienne,Hébergement,Camping,True,True,True
658,658,PONTON DE PECHE n° 5,BISCARROSSE,40600,Nouvelle Aquitaine,Landes,Loisir,Etablissement de loisir,True,True,True
659,659,PONTON PECHE n° 12,GASTES,40160,Nouvelle Aquitaine,Landes,Loisir,Etablissement de loisir,True,True,True
660,660,PLAGE DU PETIT NICE,LA TESTE-DE-BUCH,33260,Nouvelle Aquitaine,Gironde,Loisir,Etablissement de loisir,True,True,False
661,661,HOTEL LAMINAK,ARBONNE,64210,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Hôtel,True,True,False
662,662,Gîte de M. Mme CADET,NIEUIL,16270,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
663,663,Gîte Val de Dronne,LAPRADE,16390,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,True
664,664,Les Ânes de la Rêverie,SAINT-CESAIRE,17770,Nouvelle Aquitaine,Charente-Maritime,Loisir,Sortie nature,True,True,True
665,665,Les beaux jours en Baie de Somme,NOUVION,80860,Hauts de France,Somme,Hébergement,Chambre d'hôtes,True,True,False
666,666,Le Refuge d'Onyx,STEENVOORDE,59114,Hauts de France,Nord,Hébergement,Meublé de tourisme,True,False,False
667,667,Maison du Souvenir,MAILLE,37800,Centre - Val de Loire,Indre-et-Loire,Visite,Lieu de visite,True,True,True
668,668,Chambre d'hôtes La Tuilerie,PESCHADOIRES,63920,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement,Chambre d'hôtes,True,True,False
669,669,Gîte des Ruisseaux,RIOTORD,43220,Auvergne Rhône-Alpes,Haute-Loire,Hébergement,Meublé de tourisme,True,True,True
670,670,GITE DES LACS,SAINT-JEAN-DE-CHEVELU,73170,Auvergne Rhône-Alpes,Savoie,Hébergement,Meublé de tourisme,True,True,True
671,671,Croisières Saônoises - Bateau Delta,LUX,71100,Bourgogne Franche-Comté,Saône-et-Loire,Loisir;Restauration,Etablissement de loisir;Restaurant,True,True,False
672,672,Cinéma CGR Saint Louis,PAU,64000,Nouvelle Aquitaine,Pyrénées-Atlantiques,Loisir,Etablissement de loisir,True,True,False
673,673,Hôtel Palym,BIARRITZ,64200,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Hôtel,True,True,False
674,674,Musée Gallo-Romain Vésunna,PERIGUEUX,24000,Nouvelle Aquitaine,Dordogne,Visite,Lieu de visite,True,True,True
675,675,Maison du Parc National des Pyrénées,ETSAUT,64490,Nouvelle Aquitaine,Pyrénées-Atlantiques,Visite,Lieu de visite,True,True,True
676,676,Domaine de Tout l'y Faut,MARCILLAC,33860,Nouvelle Aquitaine,Gironde,Visite,Lieu de visite,True,True,True
677,677,Meublé de Tourisme Le Pommier,SAINT-GERMAIN-DE-LUSIGNAN,17500,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,True
678,678,"Moulin du Treuil ""La Roue""",NANTEUIL-AURIAC-DE-BOURZAC,24320,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,True,True
679,679,Gîte de Trilla,TRILLA,66220,Occitanie,Pyrénées-Orientales,Hébergement,Meublé de tourisme,True,True,True
680,680,Vallée de l'Hérault - Antenne du Grand Site,ANIANE,34150,Occitanie,Hérault,Information touristique,Office de tourisme,True,True,True
681,681,Chambres d'Hôtes Catelet,FRESSENNEVILLE,80390,Hauts de France,Somme,Hébergement,Chambre d'hôtes,True,True,True
682,682,"Musée départemental ""Matisse""",LE CATEAU-CAMBRESIS,59360,Hauts de France,Nord,Visite,Lieu de visite,True,True,False
683,683,Pontons de pêche La Sautriaute,VERBERIE,60410,Hauts de France,Oise,Loisir,Sortie nature,True,False,False
684,684,Office de Tourisme de Dieppe,DIEPPE,76200,Normandie,Seine-Maritime,Information touristique,Office de tourisme,True,True,True
685,685,Gite Aux Chants des Quatre Saisons,GILLY-SUR-ISERE,73200,Auvergne Rhône-Alpes,Savoie,Hébergement;Information touristique,Meublé de tourisme;Office de tourisme,True,True,True
686,686,"Gîte ""Les Dames Vertes""",MESPLES,3370,Auvergne Rhône-Alpes,Allier,Hébergement,Meublé de tourisme,True,True,True
687,687,Gite du Clos - Mme Leymat,BRANCEILLES,19500,Nouvelle Aquitaine,Corrèze,Hébergement,Meublé de tourisme,True,True,True
688,688,EARL Chaussié,SAINT-GERMAIN-DE-GRAVE,33490,Nouvelle Aquitaine,Gironde,Visite,Visite d'entreprise,True,True,True
689,689,Chambre d'hôtes La Ferme de l'Eglise Saint-Pierre,SOMMERVIEU,14400,Normandie,Calvados,Hébergement,Chambre d'hôtes,True,True,True
690,690,GITE RURAL DE LA BUTTE,CHAMPAGNE-SAINT-HILAIRE,86160,Nouvelle Aquitaine,Vienne,Hébergement,Meublé de tourisme,True,True,True
691,691,Camping Les plages de Loire,ROCHEFORT-SUR-LOIRE,49190,Pays de la Loire,Maine-et-Loire,Hébergement,Camping,True,True,False
692,692,"Gîte ""Le cheval chez soi""",VERNEUIL,16310,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,True
693,693,Maison de Loire du Cher,BELLEVILLE-SUR-LOIRE,18240,Centre - Val de Loire,Cher,Visite,Lieu de visite,True,True,True
694,694,Gite de Kerlastren,PLOUGUERNEAU,29880,Bretagne,Finistère,Hébergement,Meublé de tourisme,True,True,True
695,695,Gîte Le Puits de Jeanne,PLOUEGAT-MOYSAN,29650,Bretagne,Finistère,Hébergement,Meublé de tourisme,True,True,True
696,696,"Hôtel-Restaurant ""La Diligence""",LA FERTE-SAINT-CYR,41220,Centre - Val de Loire,Loir-et-Cher,Hébergement;Restauration,Hôtel;Restaurant,True,True,auditif
697,697,Musée d'Art et d'Histoire du Judaïsme,PARIS,75003,Ile-de-France,Paris,Visite,Lieu de visite,True,False,False
698,698,Hôtel Résidence Gîte N°1 Les Loges du Ried,MARCKOLSHEIM,67390,Grand Est,Bas-Rhin,Hébergement,Hôtel,True,False,False
699,699,Camping du Pont des Bergers,SANXAY,86600,Nouvelle Aquitaine,Vienne,Hébergement,Camping,True,True,False
700,700,Train touristique - P'tit train de Saint Trojan,SAINT-TROJAN-LES-BAINS,17370,Nouvelle Aquitaine,Charente-Maritime,Loisir,Etablissement de loisir,True,True,False
701,701,Châteaux Bichon Cassignols,LA BREDE,33650,Nouvelle Aquitaine,Gironde,Visite,Visite d'entreprise,True,False,False
702,702,Gîte de groupe du Moulin Paradou,BRASSAC,81260,Occitanie,Tarn,Hébergement,Hébergement collectif,True,False,False
703,703,Hôtel Les Esclargies,ROCAMADOUR,46500,Occitanie,Lot,Hébergement,Hôtel,True,False,False
704,704,Office de Tourisme de Neufchâtel Hardelot,NEUFCHATEL-HARDELOT,62152,Hauts de France,Pas-de-Calais,Information touristique,Office de tourisme,True,False,False
705,705,Gite le Refuge,SAINT-MALO-DE-PHILY,35480,Bretagne,Ille-et-Vilaine,Hébergement,Meublé de tourisme,True,True,True
706,706,OFFICE DE TOURISME LE HAVRE,LE HAVRE,76600,Normandie,Seine-Maritime,Information touristique,Office de tourisme,True,True,True
707,707,Ferme-auberge Hahnenbrunnen,LAUTENBACH,68610,Grand Est,Haut-Rhin,Restauration,Restaurant,True,True,True
708,708,Salle de Spectacle Oesia,NOTRE-DAME-D'OE,37390,Centre - Val de Loire,Indre-et-Loire,Loisir,Etablissement de loisir,True,False,False
709,709,Cinescenie du Puy du Fou,LES EPESSES,85590,Pays de la Loire,Vendée,Visite,Parc à thème,True,True,False
710,710,Comité départemental de la protection de la nature CDPNE Loir et Cher,PONTLEVOY,41400,Centre - Val de Loire,Loir-et-Cher,Loisir;Visite,Lieu de visite;Sortie nature;Visite guidée,True,True,True
711,711,Restaurant Atelier de Candale,SAINT-LAURENT-DES-COMBES,33330,Nouvelle Aquitaine,Gironde,Restauration,Restaurant,True,True,True
712,712,Gite du Poiré - Les Granges,MOLERE,65130,Occitanie,Hautes-Pyrénées,Hébergement,Meublé de tourisme,True,True,True
713,713,Meublé Menthe - Hameau de Cruzeau,LESIGNAC-DURAND,16310,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
714,714,Maison du Fier,LES PORTES-EN-RE,17880,Nouvelle Aquitaine,Charente-Maritime,Loisir;Visite,Lieu de visite;Sortie nature,True,True,True
715,715,E-Balade - Découvrez les Baux de Provence,LES BAUX-DE-PROVENCE,13520,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Information touristique;Visite,Office de tourisme;Visite guidée,True,mental,False
716,716,Chambre d'hôtes Château Laborde,SAINT-MEDARD-DE-GUIZIERES,33230,Nouvelle Aquitaine,Gironde,Hébergement,Chambre d'hôtes,True,True,True
717,717,Cercle de la Voile de Bordeaux,CARCANS,33121,Nouvelle Aquitaine,Gironde,Loisir,Sport de nature,True,True,True
718,718,"Gîte d'étapes "" l'Adresse de la Ferme du Roy""",ANSERVILLE,60540,Hauts de France,Oise,Hébergement,Meublé de tourisme,True,True,False
719,719,Mairie du Beausset - Maison du tourisme,LE BEAUSSET,83330,Provence Alpes-Côte d'Azur,Var,Information touristique,Office de tourisme,True,True,False
720,720,OT CAUTERETS,CAUTERETS,65110,Occitanie,Hautes-Pyrénées,Information touristique,Office de tourisme,True,True,True
721,721,Hôtel Nuit de Retz - Port Saint Père,PORT-SAINT-PERE,44710,Pays de la Loire,Loire-Atlantique,Hébergement,Hôtel,True,True,True
722,722,Gîte les Tardillons,MOUTIERS,28150,Centre - Val de Loire,Eure-et-Loir,Hébergement,Meublé de tourisme,True,True,False
723,723,Hôtel Txoko,SAINT-JEAN-DE-LUZ,64500,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Hôtel,True,False,False
724,724,handgit,SAINTE-CECILE-D'ANDORGE,30110,Occitanie,Gard,Hébergement,Meublé de tourisme,True,True,True
725,725,Office de Tourisme du Val de Garonne,MARMANDE,47200,Nouvelle Aquitaine,Lot-et-Garonne,Information touristique,Office de tourisme,True,True,True
726,726,"Gîte ""La Ferme des vallées""",SOINDRES,78200,Ile-de-France,Yvelines,Hébergement,Meublé de tourisme,True,False,False
727,727,Chambre  d'hôtes Château Les Faures,PUISSEGUIN,33570,Nouvelle Aquitaine,Gironde,Hébergement,Chambre d'hôtes,True,True,False
728,728,Gîte Ty Coz,SAINT-NIC,29550,Bretagne,Finistère,Hébergement,Meublé de tourisme,True,True,False
729,729,Hôtel Entre Beauce et Perche,DONNEMAIN-SAINT-MAMES,28200,Centre - Val de Loire,Eure-et-Loir,Hébergement,Hôtel,True,True,False
730,730,Hôtel Groslot,ORLEANS,45000,Centre - Val de Loire,Loiret,Visite,Lieu de visite,True,False,False
731,731,Musée des Métiers et des Légendes,LOURY,45470,Centre - Val de Loire,Loiret,Visite,Lieu de visite,True,False,False
732,732,Gîte de l'Orchidée,SAINT-EPAIN,37800,Centre - Val de Loire,Indre-et-Loire,Hébergement,Meublé de tourisme,True,True,True
733,733,Gite de la Porte Saint Martin Panoramique,CHATEAUROUX,36000,Centre - Val de Loire,Indre,Hébergement,Meublé de tourisme,True,True,False
734,734,Office de Tourisme des Villages de la Forêt,NANCAY,18330,Centre - Val de Loire,Cher,Information touristique,Office de tourisme,True,True,True
735,735,EDF - centre d'information Centre Nucléaire,AVOINE,37420,Centre - Val de Loire,Indre-et-Loire,Visite,Visite d'entreprise,True,True,True
736,736,Au Domélia Provinois - Gîte  n°318,CERNEUX,77320,Ile-de-France,Seine-et-Marne,Hébergement,Meublé de tourisme,True,True,False
737,737,Les Chambres d'Orel,SAINT-ANDRE-D'EMBRUN,5200,Provence Alpes-Côte d'Azur,Hautes-Alpes,Hébergement,Chambre d'hôtes,True,True,False
738,738,BALLET PRELJOCAJ,AIX-EN-PROVENCE,13090,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Loisir;Visite,Etablissement de loisir;Loisir éducatif;Visite guidée,True,True,True
739,739,Musée Notre Dame de la Garde,MARSEILLE,13007,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Visite,Lieu de visite,True,True,False
740,740,Office de Tourisme de Port de Bouc,PORT-DE-BOUC,13110,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Information touristique,Office de tourisme,True,True,False
741,741,Office de Tourisme de Venelles,VENELLES,13770,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Information touristique,Office de tourisme,True,False,False
742,742,Chambre d'Hôtes - Château de Changy - Domaine des Grands Cèdres,CORDELLE,42123,Auvergne Rhône-Alpes,Loire,Hébergement,Chambre d'hôtes,True,False,False
743,743,Radio Musée Galletti,SAINT-MAURICE-DE-ROTHERENS,73240,Auvergne Rhône-Alpes,Savoie,Visite,Lieu de visite,True,True,True
744,744,Gîte de groupe La Fontaine,MONTREGARD,43290,Auvergne Rhône-Alpes,Haute-Loire,Hébergement,Meublé de tourisme,True,True,True
745,745,Meublé de Tourisme L'Epi de Blé,SAINT-FRONT,43550,Auvergne Rhône-Alpes,Haute-Loire,Hébergement,Meublé de tourisme,True,True,True
746,746,Maison du Parc Naturel Régional du Pilat - Espace découverte,PELUSSIN,42410,Auvergne Rhône-Alpes,Loire,Information touristique,Office de tourisme,True,True,True
747,747,Bureau de Tourisme Chambon-sur-Lac,CHAMBON-SUR-LAC,63790,Auvergne Rhône-Alpes,Puy-de-Dôme,Information touristique,Office de tourisme,True,True,True
748,748,Grand Chambéry Alpes Tourisme,CHAMBERY,73000,Auvergne Rhône-Alpes,Savoie,Information touristique,Office de tourisme,True,True,True
749,749,Maison du Tourisme - Montluçon Communauté,MARCILLAT-EN-COMBRAILLE,3420,Auvergne Rhône-Alpes,Allier,Information touristique,Office de tourisme,True,False,False
750,750,Ferme pédagogique de Daude,OMPS,15290,Auvergne Rhône-Alpes,Cantal,Visite,Visite d'entreprise,True,True,True
751,751,SMAT Montagne Bourbonnaise - Activité Canoë Kayak,LE MAYET-DE-MONTAGNE,3250,Auvergne Rhône-Alpes,Allier,Loisir,Sport de nature,True,True,True
752,752,Voie Verte Saint Yvan - Iguerande,IGUERANDE,71340,Bourgogne Franche-Comté,Saône-et-Loire,Loisir,Sortie nature,True,True,False
753,753,Chambres d'Hôtes La Trottelée,BELLEFONTAINE,88370,Grand Est,Vosges,Hébergement,Chambre d'hôtes,True,True,True
754,754,maison Polysens,CORNIMONT,88310,Grand Est,Vosges,Hébergement,Chambre d'hôtes;Meublé de tourisme,True,True,True
755,755,Pôle Bijou,BACCARAT,54120,Grand Est,Meurthe-et-Moselle,Loisir,Loisir éducatif,True,False,False
756,756,Mairie de Baccarat,BACCARAT,54120,Grand Est,Meurthe-et-Moselle,Loisir,Loisir éducatif;Sport de nature,True,True,True
757,757,La Dame Blanche,BEUREY,10140,Grand Est,Aube,Hébergement,Meublé de tourisme,True,True,True
758,758,GITES LE PETIT PATRE,BAR-LE-DUC,55000,Grand Est,Meuse,Hébergement,Meublé de tourisme,True,True,True
759,759,gîte du chêne debout,LE CLERJUS,88240,Grand Est,Vosges,Hébergement,Meublé de tourisme,True,True,True
760,760,Chalet de la résistance,XONRUPT-LONGEMER,88400,Grand Est,Vosges,Hébergement,Meublé de tourisme,True,True,False
761,761,Auberge de la Ferme de Fallouart,LEMAINVILLE,54740,Grand Est,Meurthe-et-Moselle,Restauration,Restaurant,True,True,True
